Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum
I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8,2992
M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,2440
M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16,157
M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,1371
I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6,1437
M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,3833
M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9,3777
I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6,1224
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22,433
M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9,1799
M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,3325
F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,1409
I,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11,3139
F,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9,2806
M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,3378
I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8,1850
M,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7,3258
F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12,2318
F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16,82
F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11,473
I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,1310
I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8,2651
I,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10,1773
I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11,1906
F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,3323
F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15,229
I,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5,1992
I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7,3803
F,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12,2365
F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10,2755
I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9,1876
M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9,1931
M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10,2279
F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11,1815
M,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7,3608
M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14,2187
I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,2119
F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9,385
I,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7,930
M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,1645
M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,2527
I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7,1290
M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10,155
M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9,3291
M,0.585,0.46,0.15,1.206,0.581,0.216,0.323,10,3125
M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,11,1719
M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10,2606
I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,3639
I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10,1639
I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,3363
M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6,1102
M,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4,518
F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10,1013
I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,2457
F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10,3798
F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16,2383
I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4,3837
I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8,2045
F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,2066
M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7,2053
I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13,553
M,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11,4147
M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12,1197
M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8,1171
I,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3,237
I,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6,3528
F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7,3850
M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8,2011
M,0.58,0.445,0.16,0.984,0.49,0.201,0.27,9,2836
I,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4,2545
F,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11,3172
M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10,3116
M,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,9,3049
I,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,3410
F,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7,2056
M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10,1710
F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8,1695
M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15,102
I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9,1286
F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10,1950
F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7,3720
M,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9,2060
M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11,3272
M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10,1948
M,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11,2971
F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10,13
F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10,1500
I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10,1586
F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,2523
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18,3918
F,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,3444
I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,2553
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7,4
I,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8,4072
M,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11,3136
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13,425
I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,9,1777
F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14,373
M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6,264
M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19,256
M,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,2105
I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,3530
M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,2681
I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5,239
M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13,615
F,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9,3163
M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11,3198
I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,1291
F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,860
F,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13,2959
F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11,1207
M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11,1729
M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15,795
I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11,2769
M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19,2101
I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11,3569
F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8,879
F,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8,2051
I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9,2912
F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15,3941
M,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3,520
M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9,1963
M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11,1396
M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,2412
M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,3715
M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,2538
M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8,954
I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15,624
F,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10,3986
I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6,1991
M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9,4006
F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,2501
I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8,1862
F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17,2324
I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3,1429
I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,3438
I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,2555
M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18,129
I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10,2320
M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12,1972
I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10,4041
I,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,2637
I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8,1772
F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14,41
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18,357
F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10,1041
M,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11,2922
I,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8,3638
M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10,2697
M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9,866
F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,3311
M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13,3232
M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12,104
F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11,3266
I,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6,828
F,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,3345
M,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10,2033
M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12,4008
M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11,3284
F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12,276
I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,2394
I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10,224
M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12,195
I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8,1302
M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12,870
M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10,705
M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22,275
M,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7,2149
I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8,4080
I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12,552
M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8,204
I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8,1289
F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11,1971
F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11,2855
M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13,92
I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,1536
M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10,1713
M,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14,2139
I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10,1619
F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9,1789
I,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,2374
I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7,3804
M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7,2095
I,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13,3332
I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9,1864
F,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9,4112
M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,10,2791
I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,2425
M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9,1792
F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,886
F,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6,3983
I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15,2404
F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10,152
I,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,3549
F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,3454
F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9,2067
M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10,985
I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,3326
F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9,2136
I,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7,2012
I,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11,3030
I,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8,3206
M,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12,2156
M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,3610
M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11,2936
I,0.305,0.22,0.07,0.141,0.062,0.031,0.037,5,902
F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,316
M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12,2017
F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10,539
M,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,3361
F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,1486
M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15,759
I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4,1055
M,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8,3134
F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6,1039
M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12,3588
F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,1485
M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10,1782
F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11,453
F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17,579
M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14,738
M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13,668
F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9,282
I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9,1635
M,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14,748
F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13,3628
F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12,1042
I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7,1256
M,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9,4088
I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4,2546
M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10,146
M,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,2150
F,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11,1209
I,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6,3968
F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13,2359
M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10,1661
M,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11,2910
M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,2052
M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14,349
F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9,1481
I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10,2747
F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,3611
F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10,1011
F,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6,3161
I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,2554
I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,3344
I,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,9,2918
F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9,1132
F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9,2603
M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10,2675
F,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10,3045
I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,333
M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9,851
F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8,2981
I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7,1565
I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7,227
I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6,2633
F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,265
I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15,3207
I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11,3763
F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10,3826
F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10,1507
F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,3936
I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,2121
F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,2473
F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9,3133
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,410
M,0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,9,4110
I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,3529
F,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11,3185
I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8,1576
M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16,3299
F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15,495
F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10,2933
I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9,2330
M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8,4156
M,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,2143
F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,3486
F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,2386
M,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13,2109
M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16,447
I,0.28,0.215,0.08,0.132,0.072,0.022,0.033,5,2038
M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10,739
M,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10,2907
M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,2381
I,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,9,2887
M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9,2988
M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11,1890
F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12,622
F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19,442
I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9,3955
M,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10,1727
I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7,1085
F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9,1907
F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,3624
F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10,145
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,415
F,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10,3504
M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7,18
I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11,1358
F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10,3129
I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,3350
M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11,4093
M,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11,3268
M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11,3825
F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9,887
M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9,1595
M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8,2738
F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20,6
M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9,3991
I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8,1617
F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,3823
F,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9,3144
I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,2720
F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20,362
F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20,167
I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7,3749
F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,2491
F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11,1918
I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9,2764
F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11,871
I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,3377
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17,369
F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10,885
I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4,1056
M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8,969
M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10,1636
F,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,2379
M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11,2683
F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17,504
F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15,253
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,2533
F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10,2289
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19,128
M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10,3043
F,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10,2137
F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16,418
M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14,875
F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9,189
F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,2406
I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,1607
F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10,1980
I,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7,1285
F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7,682
M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16,337
F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11,25
I,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7,3109
M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11,508
M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9,2302
F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13,639
M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9,2278
F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9,4055
F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11,1757
I,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8,4032
M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10,1625
M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,2705
F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,2605
F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10,1966
F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12,3594
M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11,3618
M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14,180
M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8,1477
M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9,1140
M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8,2207
M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11,3511
F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,3423
F,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9,1920
M,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12,3231
F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11,3283
I,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7,1594
F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11,3702
F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10,790
M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4,524
M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11,1930
M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8,2991
M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,2375
I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8,2881
I,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4,3600
I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12,2369
M,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8,97
M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,353
F,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10,2300
